4,0,"D) TN = 98, FP = 2, FN = 18, TP = 82"
4,1,Answers : D
4,1,TP = True Positive
4,1,FP = False Positive
4,1,FN = False Negative
4,1,TN = True Negative
4,1,RR = Recall Rate = TP / (TP + FN)
4,1,FPR = False Positive Rate (FPR) = FP / (FP + TN)
4,1,Cost = 5 * FP + FN
4,1,(1) Must have a recall rate of at least 80%
4,1,(2) Must have a false positive rate of 10% or less
4,1,(3) Must minimize business costs
4,1,"Minimum Cost = MINIFS(I14:I18,J14:J18,""""Yes""K14:K18,""""Yes"""")"
4,1,               A          B          C          D
4,1,TN         91          99          96          98
4,1,FP          9            1            4             2
4,1,FN         22          21          10          18
4,1,TP         78           79          90          82
4,1,RR         0.78      0.79        0.9       0.82
4,1,FPR      0.09       0.01        0.04     0.02
4,1,Cost       67          26          30          28
4,1,"RR >= 0.8 ? => C,D"
4,1,"FPR <= 0.1 ? => A,B,C,D"
4,1,Minimum Cost ? => D
4,1,"Options C and D have a recall greater than 80% and an FPR less than 10%, but D is the most cost effective."
4,1,
5,0,"A data scientist uses logistic regression to build a fraud detection model. While the model accuracy is 99%, 90% of the fraud cases are not detected by the model."
5,0,What action will definitively help the model detect more than 10% of fraud cases?
5,0,
5,0,A) Using undersampling to balance the dataset
5,0,
5,0,B) Decreasing the class probability threshold
5,0,
5,0,C) Using regularization to reduce overfitting
5,0,
5,0,D) Using oversampling to balance the dataset
5,1,Answers : B
5,1,  
5,1,"B - Decreasing the class probability threshold makes the model more sensitive and, therefore, marks more cases as the positive class, which is fraud in this case. This will increase the likelihood of fraud detection."
5,1,"However, it comes at the price of lowering precision. "
5,1,Example :
5,1,# changing threshold and predicting 
5,1,print('prediction with higher threshold 0.9 :') 
5,1,"y_pred_new_threshold = (lr.predict_proba(X_test)[:, 1] >= 0.9).astype(int) "
5,1,print(y_pred_new_threshold)
6,0,"A Machine Learning Specialist is implementing a full Bayesian network on a dataset that describes public transit in New York City. One of the random variables is discrete, and represents the number of minutes New Yorkers wait for a bus given that the buses cycle every 10 minutes, with a mean of 3 minutes."
6,0,Which prior probability distribution should the ML Specialist use for this variable?
6,0,
6,0,A. Poisson distribution 
6,0,
6,0,B. Uniform distribution
6,0,
6,0,C. Normal distribution
6,0,
6,0,D. Binomial distribution
6,1,Answers : D
6,1,
6,1,"The main difference between the binomial distribution and the normal distribution is that binomial distribution is discrete, whereas the normal distribution is continuous."
6,1,
7,0,An interactive online dictionary wants to add a widget that displays words used in similar contexts. A Machine Learning Specialist is asked to provide word features for the downstream nearest neighbor model powering the widget.
7,0,What should the Specialist do to meet these requirements?
7,0,
7,0,A. Create one-hot word encoding vectors.
7,0,
7,0,B. Produce a set of synonyms for every word using Amazon Mechanical Turk.
7,0,
7,0,C. Create word embedding factors that store edit distance with every other word.
7,0,
7,0,D. Download word embedding's pre-trained on a large corpus.
7,1,Answers : A
7,1,
8,0,A Machine Learning team uses Amazon SageMaker to train an Apache MXNet handwritten digit classifier model using a research dataset. The team wants to receive a notification when the model is overfitting. Auditors want to view the Amazon SageMaker log activity report to ensure there are no unauthorized API calls. What should the Machine Learning team do to address the requirements with the least amount of code and fewest steps?
8,0,
8,0,A. Implement an AWS Lambda function to log Amazon SageMaker API calls to Amazon S3. Add code to push a custom metric to Amazon CloudWatch
8,0,
8,0,B. Create an alarm in CloudWatch with Amazon SNS to receive a notification when the model is overfitting.
8,0,
8,0,C. Use AWS CloudTrail to log Amazon SageMaker API calls to Amazon S3. Add code to push a custom metric to Amazon CloudWatch
8,0,
8,0,D. Create an alarm in CloudWatch with Amazon SNS to receive a notification when the model is overfitting.
8,0,
8,0,E. Implement an AWS Lambda function to log Amazon SageMaker API calls to AWS CloudTrail
8,0,
8,0,F. Add code to push a custom metric to Amazon CloudWatch
8,0,
8,0,G. Create an alarm in CloudWatch with Amazon SNS to receive a notification when the model is overfitting.
8,0,
8,0,H. Use AWS CloudTrail to log Amazon SageMaker API calls to Amazon S3. Set up Amazon SNS to receive a notification when the model is overfitting.
8,1,Answers : C
8,1,
9,0,A gaming company has launched an online game where people can start playing for free but they need to pay if they choose to use certain features The company needs to build an automated system to predict whether or not a new user will become a paid user within 1 year The company has gathered a labeled dataset from 1 million users.
9,0,"The training dataset consists of 1000 positive samples (from users who ended up paying within 1 year) and 999 negative samples (from users who did not use any paid features) Each data sample consists of 200 features including user age, device, location, and play patterns."
9,0,"Using this dataset for training, the Data Science team trained a random forest model that converged with over 99% accuracy on the training set However, the prediction results on a test dataset were not satisfactory."
9,0,Which of the following approaches should the Data Science team take to mitigate this issue? (Select TWO.)
9,0,
9,0,A. Add more deep trees to the random forest to enable the model to learn more features.
9,0,
9,0,B. indicate a copy of the samples in the test database in the training dataset
9,0,
9,0,C. Generate more positive samples by duplicating the positive samples and adding a small amount of noise to the duplicated data.
9,0,
9,0,D. Change the cost function so that false negatives have a higher impact on the cost value than false positives
9,0,
9,0,E. Change the cost function so that false positives have a higher impact on the cost value than false negatives
9,1,"Answers : B,D"
10,0,"A Machine Learning Specialist is developing recommendation engine for a photography blog Given a picture, the recommendation engine should show a picture that captures similar objects The Specialist would like to create a numerical representation feature to perform nearest-neighbor searches."
10,0,What actions would allow the Specialist to get relevant numerical representations?
10,0,
10,0,A. Reduce image resolution and use reduced resolution pixel values as features
10,0,
10,0,B. Use Amazon Mechanical Turk to label image content and create a one-hot representation indicating the presence of specific labels
10,0,
10,0,"C. Run images through a neural network pie-trained on ImageNet, and collect the feature vectors from the penultimate layer"
10,0,
10,0,D. Average colors by channel to obtain three-dimensional representations of images.
10,1,Answers : A
10,1,
11,0,"A company wants to classify user behavior as either fraudulent or normal. Based on internal research, a Machine Learning Specialist would like to build a binary classifier based on two features: age of account and transaction month. "
11,0,The class distribution for these features is illustrated in the figure provided.
11,0,
11,0,Based on this information which model would have the HIGHEST accuracy?
11,0,
11,0,A. Long short-term memory (LSTM) model with scaled exponential linear unit (SELL))
11,0,
11,0,B. Logistic regression
11,0,
11,0,C. Support vector machine (SVM) with non-linear kernel
11,0,
11,0,D. Single perceptron with tanh activation function
11,1,Answers : B
11,2,qn11.jpg
12,0,The displayed graph is from a foresting model for testing a time series.
12,0,"Considering the graph only, which conclusion should a Machine Learning Specialist make about the behavior of the model?"
12,0,
12,0,A. The model predicts both the trend and the seasonality well.
12,0,
12,0,"B. The model predicts the trend well, but not the seasonality."
12,0,
12,0,"C. The model predicts the seasonality well, but not the trend."
12,0,
12,0,D. The model does not predict the trend or the seasonality well.
12,1,Answers : D
12,2,qn12.jpg
13,0,A Machine Learning Specialist observes several performance problems with the training portion of a machine learning solution on Amazon SageMaker The solution uses a large training dataset 2 TB in size and is using the SageMaker k-means algorithm The observed issues include the unacceptable length of time it takes before the training job launches and poor I/O throughput while training the model.
13,0,What should the Specialist do to address the performance issues with the current solution?
13,0,
13,0,A. Use the SageMaker batch transform feature
13,0,
13,0,B. Compress the training data into Apache Parquet format.
13,0,
13,0,C. Ensure that the input mode for the training job is set to Pipe.
13,0,
13,0,D. Copy the training dataset to an Amazon EFS volume mounted on the SageMaker instance.
13,1,Answers : D
13,1,
14,0,"A Machine Learning Specialist is working for a credit card processing company and receives an unbalanced dataset containing credit card transactions. It contains 99,000 valid transactions and 1,000 fraudulent transactions The Specialist is asked to score a model that was run against the dataset The Specialist has been advised that identifying valid transactions is equally as important as identifying fraudulent transactions What metric is BEST suited to score the model?"
14,0,
14,0,A. Precision
14,0,
14,0,B. Recall
14,0,
14,0,C. Area Under the ROC Curve (AUC)
14,0,
14,0,D. Root Mean Square Error (RMSE)
14,1,Answers : A
14,1,
14,1,Precision = TruePositives / (TruePositives + FalsePositives)
14,1,
15,0,A Machine Learning Specialist is creating a new natural language processing application that processes a dataset comprised of 1 million sentences The aim is to then run Word2Vec to generate embeddings of the sentences and enable different types of predictions
15,0,Here is an example from the dataset
15,0,"The quck BROWN FOX jumps over the lazy dog """
15,0,Which of the following are the operations the Specialist needs to perform to correctly sanitize and prepare the data in a repeatable manner? (Select THREE)
15,0,
15,0,A. Perform part-of-speech tagging and keep the action verb and the nouns only
15,0,
15,0,B. Normalize all words by making the sentence lowercase
15,0,
15,0,C. Remove stop words using an English stopword dictionary.
15,0,
15,0,"D. Correct the typography on """"quck"""" to """"quick."""
15,0,
15,0,E. One-hot encode all words in the sentence
15,0,
15,0,F. Tokenize the sentence into words.
15,1,"Answers : A,B,D"
15,1,
16,0,"A company is running a machine learning prediction service that generates 100 TB of predictions every day A Machine Learning Specialist must generate a visualization of the daily precision-recall curve from the predictions, and forward a read-only version to the Business team."
16,0,Which solution requires the LEAST coding effort?
16,0,
16,0,"A. Run a daily Amazon EMR workflow to generate precision-recall data, and save the results in Amazon S3 Give the Business team read-only access to S3"
16,0,
16,0,"B. Generate daily precision-recall data in Amazon QuickSight, and publish the results in a dashboard shared with the Business team"
16,0,
16,0,"C. Run a daily Amazon EMR workflow to generate precision-recall data, and save the results in Amazon S3 Visualize the arrays in Amazon QuickSight, and publish them in a dashboard shared with the Business team"
16,0,
16,0,"D. Generate daily precision-recall data in Amazon ES (ElasticSearch), and publish the results in a dashboard shared with the Business team."
16,1,Answers : C
16,1,
17,0,"A company has raw user and transaction data stored in Amazon S3 a MySQL database, and Amazon RedShift A Data Scientist needs to perform an analysis by joining the three datasets from Amazon S3, MySQL, and Amazon RedShift, and then calculating the average-of a few selected columns from the joined data"
17,0,Which AWS service should the Data Scientist use?
17,0,
17,0,A. Amazon Athena
17,0,
17,0,B. Amazon Redshift Spectrum
17,0,
17,0,C. AWS Glue
17,0,
17,0,D. Amazon QuickSight
17,1,Answers : A
17,1,
17,1,"Athena helps you analyze unstructured, semi-structured, and structured data stored in Amazon S3. Examples include CSV, JSON, or columnar data formats such as Apache Parquet and Apache ORC. You can use Athena to run ad-hoc queries using ANSI SQL, without the need to aggregate or load the data into Athena."
17,1,
18,0,"A Data Scientist is developing a machine learning model to classify whether a financial transaction is fraudulent. The labeled data available for training consists of 100,000 non-fraudulent observations and 1,000 fraudulent observations."
18,0,"The Data Scientist applies the XGBoost algorithm to the data, resulting in the following confusion matrix when the trained model is applied to a previously unseen validation dataset. The accuracy of the model is 99.1%, but the Data Scientist has been asked to reduce the number of false negatives."
18,0,
18,0,Predicted                0       1
18,0,Actual         0     99,966     34
18,0,               1        877    123
18,0,
18,0,Which combination of steps should the Data Scientist take to reduce the number of false positive predictions by the model? (Select TWO.)
18,0,
18,0,A. Change the XGBoost eval_metric parameter to optimize based on rmse instead of error.
18,0,
18,0,B. Increase the XGBoost scale_pos_weight parameter to adjust the balance of positive and negative weights.
18,0,
18,0,C. Increase the XGBoost max_depth parameter because the model is currently underfitting the data.
18,0,
18,0,D. Change the XGBoost eval_metric parameter to optimize based on AUC instead of error.
18,0,
18,0,E. Decrease the XGBoost max_depth parameter because the model is currently overfitting the data.
18,1,"Answers : D,E"
18,1,
19,0,"When submitting Amazon SageMaker training jobs using one of the built-in algorithms, which common parameters MUST be specified? (Select THREE.)"
19,0,
19,0,A. The training channel identifying the location of training data on an Amazon S3 bucket.
19,0,
19,0,B. The validation channel identifying the location of validation data on an Amazon S3 bucket.
19,0,
19,0,C. The IAM role that Amazon SageMaker can assume to perform tasks on behalf of the users.
19,0,
19,0,D. Hyperparameters in a JSON array as documented for the algorithm used.
19,0,
19,0,E. The Amazon EC2 instance class specifying whether training will be run using CPU or GPU.
19,0,
19,0,F. The output path specifying where on an Amazon S3 bucket the trained model will persist.
19,1,"Answers : A,E,F"
19,1,
20,0,A Machine Learning Specialist is working with multiple data sources containing billions of records that need to be joined. What feature engineering and model development approach should the Specialist take with a dataset this large?
20,0,
20,0,A. Use an Amazon SageMaker notebook for both feature engineering and model development
20,0,
20,0,B. Use an Amazon SageMaker notebook for feature engineering and Amazon ML for model development
20,0,
20,0,C. Use Amazon EMR for feature engineering and Amazon SageMaker SDK for model development
20,0,
20,0,D. Use Amazon ML for both feature engineering and model development.
20,1,Answers : B
20,1,
21,0,"An employee found a video clip with audio on a company's social media feed. The language used in the video is Spanish. English is the employee's first language, and they do not understand Spanish. The employee wants to do a sentiment analysis."
21,0,What combination of services is the MOST efficient to accomplish the task?
21,0,
21,0,"A. Amazon Transcribe, Amazon Translate, and Amazon Comprehend"
21,0,
21,0,"B. Amazon Transcribe, Amazon Comprehend, and Amazon SageMaker seq2seq"
21,0,
21,0,"C. Amazon Transcribe, Amazon Translate, and Amazon SageMaker Neural Topic Model (NTM)"
21,0,
21,0,"D. Amazon Transcribe, Amazon Translate, and Amazon SageMaker BlazingText"
21,1,Answers : C
21,1,
22,0,An e-commerce company needs a customized training model to classify images of its shirts and pants products The company needs a proof of concept in 2 to 3 days with good accuracy Which compute choice should the Machine Learning Specialist select to train and achieve good accuracy on the model quickly?
22,0,
22,0,A. . m5 4xlarge (general purpose)
22,0,
22,0,B. r5.2xlarge (memory optimized)
22,0,
22,0,C. p3.2xlarge (GPU accelerated computing)
22,0,
22,0,D. p3 8xlarge (GPU accelerated computing)
22,1,Answers : C
22,1,
23,0,"Given the following confusion matrix for a movie classification model, what is the true class frequency for Romance and the predicted class frequency for Adventure?"
23,0,
23,0,True                Predicted Values
23,0,Values:      Romance   Thriller  Adventure   Total    (k)        F1 Score
23,0,Romance          44.92        5.41        7.59         57.92    49.11     0.78
23,0,Thriller              16.46        1.98        2.79         21.23    18.00     0.33
23,0,Adventure        16.18        1.94        2.73         20.85    17.68     0.32
23,0,Total                   77.56        9.33        13.11        100%     84.8
23,0,(k)                        65.77        7.91        11.12        84.8
23,0,
23,0,
23,0,A. The true class frequency for Romance is 77.56% and the predicted class frequency for Adventure is 20.85%
23,0,
23,0,B. The true class frequency for Romance is 57.92% and the predicted class frequency for Adventure is 13.12%
23,0,
23,0,C. The true class frequency for Romance is 0 78 and the predicted class frequency for Adventure is (0 47 - 0.32).
23,0,
23,0,D. The true class frequency for Romance is 77.56% * 0.78 and the predicted class frequency for Adventure is 20.85% * 0.32
23,1,Answers : B
23,1,
23,1,https://docs.aws.amazon.com/machine-learning/latest/dg/multiclass-model-insights.html
23,1,
23,1,The true class frequency for Romance is at horizontal total sum :
23,1,0.5792
23,1,and the predicted class frequency for Adventure is at vertical total sum :
23,1,0.1312
23,1,
23,1,Looks like this F1 score in the example is not correct.
24,0,A Machine Learning Specialist needs to be able to ingest streaming data and store it in Apache Parquet files for exploration and analysis. Which of the following services would both ingest and store this data in the correct format?
24,0,
24,0,A. AWS DMS (Database Migration Service )
24,0,
24,0,B. Amazon Kinesis Data Streams
24,0,
24,0,C. Amazon Kinesis Data Firehose
24,0,
24,0,D. Amazon Kinesis Data Analytics
24,1,Answers : C
24,1,
25,0,This graph shows the training and validation loss against the epochs for a neural network The network being trained is as follows
25,0,- Two dense layers one output neuron
25,0,- 100 neurons in each layer
25,0,- 100 epochs
25,0,- Random initialization of weights
25,0,Which technique can be used to improve model performance in terms of accuracy in the validation set?
25,0,
25,0,A. Early stopping
25,0,
25,0,B. Random initialization of weights with appropriate seed
25,0,
25,0,C. Increasing the number of epochs
25,0,
25,0,D. Adding another layer with the 100 neurons
25,1,Answers : D
25,2,qn25.jpg
26,0,A bank's Machine Learning team is developing an approach for credit card fraud detection The company has a large dataset of historical data labeled as fraudulent 
26,0,The goal is to build a model to take the information from new transactions and predict whether each transaction is fraudulent or not
26,0,Which built-in Amazon SageMaker machine learning algorithm should be used for modeling this problem?
26,0,
26,0,A. Seq2seq
26,0,
26,0,B. XGBoost
26,0,
26,0,C. K-means
26,0,
26,0,D. Random Cut Forest (RCF)
26,1,Answers : C
26,1,
27,0,IT leadership wants Jo transition a company's existing machine learning data storage environment to AWS as a temporary ad hoc solution The company currently uses a custom software process that heavily leverages SOL as a query language and exclusively stores generated csv documents for machine learning
27,0,"The ideal state for the company would be a solution that allows it to continue to use the current workforce of SQL experts The solution must also support the storage of csv and JSON files, and be able to query over semi-structured data The following are high priorities for the company:"
27,0,- Solution simplicity
27,0,- Fast development time
27,0,- Low cost
27,0,- High flexibility
27,0,What technologies meet the company? requirements?
27,0,
27,0,A. Amazon S3 and Amazon Athena
27,0,
27,0,B. Amazon Redshift and AWS Glue
27,0,
27,0,C. Amazon DynamoDB and DynamoDB Accelerator (DAX)
27,0,
27,0,D. Amazon RDS and Amazon ES
27,1,Answers : B
27,1,
28,0,"A manufacturer of car engines collects data from cars as they are being driven The data collected includes timestamp, engine temperature, rotations per minute (RPM), and other sensor readings The company wants to predict when an engine is going to have a problem so it can notify drivers in advance to get engine maintenance The engine data is loaded into a data lake for training"
28,0,Which is the MOST suitable predictive model that can be deployed into production?
28,0,
28,0,A. Add labels over time to indicate which engine faults occur at what time in the future to turn this into a supervised learning problem Use a recurrent neural network (RNN) to train the model to recognize when an engine might need maintenance for a certain fault.
28,0,
28,0,B. This data requires an unsupervised learning algorithm Use Amazon SageMaker k-means to cluster the data
28,0,
28,0,C. Add labels over time to indicate which engine faults occur at what time in the future to turn this into a supervised learning problem Use a convolutional neural network (CNN) to train the model to recognize when an engine might need maintenance for a certain fault.
28,0,
28,0,D. This data is already formulated as a time series Use Amazon SageMaker seq2seq to model the time series.
28,1,Answers : B
28,1,
29,0,A Machine Learning Specialist has built a model using Amazon SageMaker built-in algorithms and is not getting expected accurate results The Specialist wants to use hyperparameter optimization to increase the model's accuracy
29,0,Which method is the MOST repeatable and requires the LEAST amount of effort to achieve this?
29,0,
29,0,A. Launch multiple training jobs in parallel with different hyperparameters
29,0,
29,0,B. Create an AWS Step Functions workflow that monitors the accuracy in Amazon CloudWatch Logs and relaunches the training job with a defined list of hyperparameters
29,0,
29,0,C. Create a hyperparameter tuning job and set the accuracy as an objective metric.
29,0,
29,0,D. Create a random walk in the parameter space to iterate through a range of values that should be used for each individual hyperparameter
29,1,Answers : B
29,1,
30,0,"A Data Scientist is developing a machine learning model to predict future patient outcomes based on information collected about each patient and their treatment plans. The model should output a continuous value as its prediction. The data available includes labeled outcomes for a set of 4,000 patients. The study was conducted on a group of individuals over the age of 65 who have a particular disease that is known to worsen with age."
30,0,"Initial models have performed poorly. While reviewing the underlying data, the Data Scientist notices that, out of 4,000 patient observations, there are 450 where the patient age has been input as 0. The other features for these observations appear normal compared to the rest of the sample population."
30,0,How should the Data Scientist correct this issue?
30,0,
30,0,A. Drop all records from the dataset where age has been set to 0.
30,0,
30,0,B. Replace the age field value for records with a value of 0 with the mean or median value from the dataset.
30,0,
30,0,C. Drop the age feature from the dataset and train the model using the rest of the features.
30,0,
30,0,D. Use k-means clustering to handle missing features.
30,1,Answers : A
30,1,
31,0,A company is using Amazon Polly to translate plaintext documents to speech for automated company announcements However company acronyms are being mispronounced in the current documents How should a Machine Learning Specialist address this issue for future documents?
31,0,
31,0,A. Convert current documents to SSML(Speech Synthesis Markup Language) with pronunciation tags.
31,0,
31,0,B. Create an appropriate pronunciation lexicon.
31,0,
31,0,C. Output speech marks to guide in pronunciation
31,0,
31,0,D. Use Amazon Lex to preprocess the text files for pronunciation
31,1,Answers : A
31,1,
32,0,An Machine Learning Specialist discover the following statistics while experimenting on a model.
32,0,What can the Specialist conclude from the experiments?
32,0,
32,0,Experiment 1 :
32,0,Baselin Model
32,0,Train Error = 5%
32,0,Test Error = 16%
32,0,
32,0,Experiment 2 :
32,0,The Specialist added more layers and neurons to the model
32,0,and received the following results
32,0,Train Error = 5.2%
32,0,Test Error = 15.7%
32,0,
32,0,Experiment 3 :
32,0,The Specialist reverted back to the original number of neurons
32,0,"from experiment 1 and implemented regularization in the neural network,"
32,0,which yield the following results
32,0,Train Error = 4.7%
32,0,Test Error = 9.5%
32,0,
32,0,A. The model In Experiment 1 had a high variance error lhat was reduced in Experiment 3 by regularization Experiment 2 shows that there is minimal bias error in Experiment 1
32,0,
32,0,B. The model in Experiment 1 had a high bias error that was reduced in Experiment 3 by regularization Experiment 2 shows that there is minimal variance error in Experiment 1
32,0,
32,0,C. The model in Experiment 1 had a high bias error and a high variance error that were reduced in Experiment 3 by regularization Experiment 2 shows thai high bias cannot be reduced by increasing layers and neurons in the model
32,0,
32,0,D. The model in Experiment 1 had a high random noise error that was reduced in Expenment 3 by regularization Expenment 2 shows that random noise cannot be
32,0,reduced by increasing layers and neurons in the model
32,1,Answers : C
32,1,
33,0,"A Machine Learning Specialist is preparing data for training on Amazon SageMaker The Specialist is transformed into a numpy .array, which appears to be negatively affecting the speed of the training"
33,0,What should the Specialist do to optimize the data for training on SageMaker?
33,0,
33,0,A. Use the SageMaker batch transform feature to transform the training data into a DataFrame
33,0,
33,0,B. Use AWS Glue to compress the data into the Apache Parquet format
33,0,
33,0,C. Transform the dataset into the Recordio protobuf format
33,0,
33,0,D. Use the SageMaker hyperparameter optimization feature to automatically optimize the data
33,1,Correct Answer
33,1,C. Transform the dataset into the Recordio protobuf format
33,1,Explanation
33,1,"The Specialist should transform the dataset into the Recordio protobuf format. This format is optimized for high performance, efficient data storage and retrieval, which can improve the speed of training on SageMaker."
34,0,A Machine Learning Specialist has created a deep learning neural network model that performs well on the training data but performs poorly on the test data.
34,0,Which of the following methods should the Specialist consider using to correct this? (Select THREE.)
34,0,
34,0,A. Decrease regularization.
34,0,
34,0,B. Increase regularization.
34,0,
34,0,C. Increase dropout.
34,0,
34,0,D. Decrease dropout.
34,0,
34,0,E. Increase feature combinations.
34,0,
34,0,F. Decrease feature combinations.
34,1,"Answers : B,D,E"
34,1,
35,0,A large mobile network operating company is building a machine learning model to predict customers who are likely to unsubscribe from the service. The company plans to offer an incentive for these customers as the cost of churn is far greater than the cost of the incentive.
35,0,"The model produces the following confusion matrix after evaluating on a test dataset of 100 customers: Based on the model evaluation results, why is this a viable model for production?"
35,0,
35,0,n = 100                       ACTUAL Churn    PREDICTED CHURN
35,0,                                      Yes                         No
35,0,Actual Churn Yes     10                            4
35,0,Actual No                   10                         76
35,0,
35,0,A. The model is 86% accurate and the cost incurred by the company as a result of false negatives is less than the false positives.
35,0,
35,0,"B. The precision of the model is 86%, which is less than the accuracy of the model."
35,0,
35,0,C. The model is 86% accurate and the cost incurred by the company as a result of false positives is less than the false negatives.
35,0,
35,0,"D. The precision of the model is 86%, which is greater than the accuracy of the model."
35,1,Answers : B
35,1,
36,0,Which of the following metrics should a Machine Learning Specialist generally use to compare/evaluate machine learning classification models against each other?
36,0,
36,0,A. Recall
36,0,
36,0,B. Misclassification rate
36,0,
36,0,C. Mean absolute percentage error (MAPE)
36,0,
36,0,D. Area Under the ROC Curve (AUC)
36,1,Answers : A
36,1,
37,0,"An online reseller has a large, multi-column dataset with one column missing 30% of its data A Machine Learning Specialist believes that certain columns in the dataset could be used to reconstruct the missing data"
37,0,Which reconstruction approach should the Specialist use to preserve the integrity of the dataset?
37,0,
37,0,A. Listwise deletion
37,0,
37,0,B. Last observation carried forward
37,0,
37,0,C. Multiple imputation
37,0,
37,0,D. Mean substitution
37,1,Answers : C
37,1,
38,0,A Machine Learning Specialist is using Amazon SageMaker to host a model for a highly available customer-facing application .
38,0,"The Specialist has trained a new version of the model, validated it with historical data, and now wants to deploy it to production To limit any risk of a negative customer experience, the Specialist wants to be able to monitor the model and roll it back, if needed "
38,0,"What is the SIMPLEST approach with the LEAST risk to deploy the model and roll it back, if needed?"
38,0,
38,0,A. Create a SageMaker endpoint and configuration for the new model version. Redirect production traffic to the new endpoint by updating the client configuration. Revert traffic to the last version if the model does not perform as expected.
38,0,
38,0,B. Create a SageMaker endpoint and configuration for the new model version. Redirect production traffic to the new endpoint by using a load balancer Revert traffic to the last version if the model does not perform as expected.
38,0,
38,0,C. Update the existing SageMaker endpoint to use a new configuration that is weighted to send 5% of the traffic to the new variant. Revert traffic to the last version by resetting the weights if the model does not perform as expected.
38,0,
38,0,D. Update the existing SageMaker endpoint to use a new configuration that is weighted to send 100% of the traffic to the new variant Revert traffic to the last version by resetting the weights if the model does not perform as expected.
38,1,Answers : A
38,1,
39,0,"A manufacturing company asks its Machine Learning Specialist to develop a model that classifies defective parts into one of eight defect types. The company has provided roughly 100000 images per defect type for training During the injial training of the image  classification model the Specialist notices that the validation accuracy is 80%, while the training accuracy is 90% It is known that human-level performance for this type of image classification is around 90%"
39,0,What should the Specialist consider to fix this issue1?
39,0,
39,0,A. A longer training time
39,0,
39,0,B. Making the network larger
39,0,
39,0,C. Using a different optimizer
39,0,
39,0,D. Using some form of regularization
39,1,Answers : D
